GO_term,UNIPROT_ID,UNIPROT_name,GO_evidence_code
0005768,P51148,RAB5C,IBA
0005768,Q6NZ63,STEAP1B,IBA
0005768,Q8N668,COMMD1,IBA
0005768,Q658P3,STEAP3,IBA
0005768,P20337,RAB3B,IBA
0005768,Q9Y5Z0,BACE2,IBA
0005768,Q9BTU6,PI4K2A,IBA
0005768,P61018,RAB4B,IBA
0005768,Q8NEV8,EXPH5,IBA
0005768,Q9Y3R5,DOPEY2,IBA
0005768,P42857,NSG1,IBA
0005768,Q8TCG2,PI4K2B,IBA
0005768,P20336,RAB3A,IBA
0005768,E9PAM4,E9PAM4,IBA
0005768,Q9NQE7,PRSS16,IBA
0005768,P51790,CLCN3,IBA
0005768,Q04900,CD164,IBA
0005768,P20338,RAB4A,IBA
0005768,P59190,RAB15,IBA
0005768,Q7L804,RAB11FIP2,IBA
0005768,Q15907,RAB11B,IBA
0005768,Q2M389,WASHC4,IBA
0005768,Q9H269,VPS16,IBA
0005768,G5E9Z4,PI4K2B,IBA
0005768,Q9H1C4,UNC93B1,IBA
0005768,Q8IUQ0,CLVS1,IBA
0005768,P62491,RAB11A,IBA
0005768,A0A0A6YYJ2,NSG1,IBA
0005768,O75436,VPS26A,IBA
0005768,Q9NYX4,CALY,IBA
0005768,O14972,DSCR3,IBA
0005768,Q969Q5,RAB24,IBA
0005768,P61020,RAB5B,IBA
0005768,P51795,CLCN5,IBA
0005768,Q5SYC1,CLVS2,IBA
0005768,O95716,RAB3D,IBA
0005768,P62330,ARF6,IBA
0005768,P14091,CTSE,IBA
0005768,Q9P253,VPS18,IBA
0005768,P61006,RAB8A,IBA
0005768,Q8NFT2,STEAP2,IBA
0005768,Q8N2U9,PQLC1,IBA
0005768,Q9UHE8,STEAP1,IBA
0005768,O75110,ATP9A,IBA
0005768,E5RGE8,HMP19,IBA
0005768,O60749,SNX2,IBA
0005768,K7ERQ8,K7ERQ8,IBA
0005768,O43861,ATP9B,IBA
0005768,Q92930,RAB8B,IBA
0005768,P51793,CLCN4,IBA
0005768,Q96LT7,C9orf72,IBA
0005768,Q9H270,VPS11,IBA
0005768,Q9UBQ0,VPS29,IBA
0005768,O95214,LEPROTL1,IBA
0005768,P57735,RAB25,IBA
0070506,Q86SU0,ILDR1,IEA
0070506,Q8WTV0,SCARB1,IMP
0070506,Q8WTV0,SCARB1,IDA
0070287,Q6ZMJ2,SCARA5,ISS
0004998,P02786,TFRC,IC
0004998,P02786,TFRC,NAS
0004998,P02786,TFRC,IDA
0004998,Q9UP52,TFR2,NAS
0004998,Q9UP52,TFR2,IDA
0004873,P07306,ASGR1,IEA
0004873,P07307,ASGR2,TAS
0020028,O60494,CUBN,IBA
0150024,P16671,CD36,IMP
0150025,P16671,CD36,IMP
0044351,P49137,MAPKAPK2,ISS
0044351,P50570,DNM2,IEA
0044351,Q16644,MAPKAPK3,ISS
0044351,Q5VZK9,CARMIL1,IDA
0044351,Q8WV41,SNX33,IMP
0044351,Q92608,DOCK2,ISS
0044351,Q9BZG1,RAB34,IDA
0044351,Q9ULZ3,PYCARD,ISS
0005041,O75581,LRP6,IDA
0005041,P01130,LDLR,TAS
0005041,P01130,LDLR,IC
0005041,P01130,LDLR,IDA
0005041,P01130,LDLR,IMP
0005041,P16671,CD36,IMP
0005041,P16671,CD36,TAS
0005041,P98155,VLDLR,TAS
0005041,P98164,LRP2,TAS
0005041,Q07954,LRP1,TAS
0005041,Q14114,LRP8,TAS
0005041,Q7Z4F1,LRP10,IEA
0005041,Q8WWQ8,STAB2,IDA
0005041,Q92673,SORL1,TAS
0005041,Q9H2A7,CXCL16,ISS
0005041,Q9NY15,STAB1,IDA
0005041,Q9Y561,LRP12,NAS
0005041,Q8WWQ8,STAB2,IBA
0005041,O75581,LRP6,IBA
0005041,Q9H2A7,CXCL16,IBA
0005044,A0A2R8Y3M9,A0A2R8Y3M9,IEA
0005044,A1L4H1,SSC5D,ISS
0005044,O00590,ACKR2,IMP
0005044,O14638,ENPP3,IEA
0005044,O15393,TMPRSS2,IEA
0005044,O43866,CD5L,IEA
0005044,P04004,VTN,IEA
0005044,P05156,CFI,IEA
0005044,P06127,CD5,IEA
0005044,P16671,CD36,TAS
0005044,P21128,ENDOU,IEA
0005044,P21757,MSR1,TAS
0005044,P22413,ENPP1,IEA
0005044,P25106,ACKR3,IMP
0005044,P30203,CD6,IEA
0005044,P56730,PRSS12,IEA
0005044,P57727,TMPRSS3,IEA
0005044,P58215,LOXL3,IEA
0005044,P98073,TMPRSS15,IEA
0005044,Q07954,LRP1,TAS
0005044,Q08380,LGALS3BP,IEA
0005044,Q13822,ENPP2,IEA
0005044,Q14108,SCARB2,TAS
0005044,Q14162,SCARF1,IDA
0005044,Q15109,AGER,TAS
0005044,Q4G0T1,Q4G0T1,IEA
0005044,Q5KU26,COLEC12,TAS
0005044,Q6AZY7,SCARA3,TAS
0005044,Q6ZMJ2,SCARA5,IEA
0005044,Q86VB7,CD163,NAS
0005044,Q8IVN8,SBSPON,IEA
0005044,Q8WTU2,SSC4D,IEA
0005044,Q8WTV0,SCARB1,TAS
0005044,Q8WWQ8,STAB2,IDA
0005044,Q92954,PRG4,IEA
0005044,Q96JB6,LOXL4,IEA
0005044,Q96JK4,HHIPL1,IEA
0005044,Q96JS3,PGBD1,IEA
0005044,Q96KG7,MEGF10,IDA
0005044,Q9BYE2,TMPRSS13,IEA
0005044,Q9GZM7,TINAGL1,IEA
0005044,Q9H2A7,CXCL16,TAS
0005044,Q9H3S3,TMPRSS5,IEA
0005044,Q9NPB9,ACKR4,IEA
0005044,Q9NR16,CD163L1,IEA
0005044,Q9NRS4,TMPRSS4,IEA
0005044,Q9NY15,STAB1,IDA
0005044,Q9UEW3,MARCO,IEA
0005044,Q9UGM3,DMBT1,TAS
0005044,Q9UGM3,DMBT1,NAS
0005044,Q9UGT4,SUSD2,IEA
0005044,Q9UJW2,TINAG,IEA
0005044,Q9Y4K0,LOXL2,IEA
0005044,Q9H2A7,CXCL16,IBA
0016964,Q07954,LRP1,TAS
0016964,Q07954,LRP1,IMP
0016185,Q05193,DNM1,IEA
0016185,Q9UQ16,DNM3,IEA
0016185,Q9UQ16,DNM3,IBA
0016185,Q05193,DNM1,IBA
0016185,P50570,DNM2,IBA
0070685,Q9Y5X3,SNX5,IDA
0031091,O00186,STXBP3,IDA
0031091,P02671,FGA,IDA
0031091,P02675,FGB,IDA
0031091,P02679,FGG,IDA
0031091,P04275,VWF,NAS
0031091,P05154,SERPINA5,IDA
0031091,P07093,SERPINE2,IDA
0031091,P07093,SERPINE2,IMP
0031091,P07996,THBS1,IDA
0031091,P09486,SPARC,IDA
0031091,P35442,THBS2,IDA
0031091,P51809,VAMP7,IDA
0031091,P61764,STXBP1,IDA
0031091,Q86YW5,TREML1,IEA
0031091,Q9H267,VPS33B,IDA
0031091,P35442,THBS2,IBA
0031091,P07996,THBS1,IBA
